,textID,text,selected_text,sentiment
14986,708e67409c,_BHB I went to that concert and I remember Derek and Mark were hosting! I miss seeing BHB  at the grove.,miss se,negative
15007,bd5405bb27,...And omg whats this dirty letter from Danny everyones been on about? Its absolutely none of my business but I still feel left out lol,feel left out lo,negative
15010,00f02e92d6, Thank you - If you like please leave a comment and Subscribe!   Chicago another great musical.  Thanks for your support.,er grea,positive
15016,2cba0fdc8f, Likewise. But I don`t know anyone who uses gtalk and the likes so I`m not holding much hope,o I`m not holding much hope,negative
15044,85ed4ae17e,Headin home...Refreshed my mind and soul justa lil bit...Bac to reality.,Refreshed,positive
15049,6160c0dfa4, ...hey danny .. did u run already ???    hope you have a good day ;)   i love you !!!!,??    hope you have a good day ;)   i love,positive
15055,580be51816," Yeah I`ve been going there for the last month!!  SO amaaaazing, I`ll bring some back for you",O amaaaazing,positive
15056,9fcb8f7e23, Oh I had lots put on my desk during those years  I guess if they`ve done it to you then it would be ok to do it back lol,ck lol,positive
15099,a46783c48c," wow,that must be sooo cool","wow,",positive
15112,bc3d65f5b0, imagine i would say'bitch!' lol if i were ma d! haha but im not cuz ur cool,t cuz ur cool,positive
15129,3dec4e2d97, ohyeahhh  hate the heat!  http://twitpic.com/665a2,ohyeahhh  hate the heat,negative
15131,cc444d8698,"You make me smile....it will get better, you have to believe that",You make me smile...,positive
15138,f6f22cae9c,_Thompson u may need this pill...i think u are crazy...here take on of mine,crazy...,negative
15157,2e08163c57, No. Its a bug  in coding. Go into the forum then do reg. Let me know if that work!,a bug  in coding,negative
15158,5a3a27dd6d," that`s family for you  imna crash, woke up 630 3 days in a row....lol",a crash,negative
15165,feb7ba9cc1, hehe i will never thorw out these shoes  i`m listening to varsity fanclub surprise surprise  sway sway baby is awesome,hehe i will never thorw out these shoes  i`m listening to varsity fanclub surprise surprise  sway sway baby is awesom,positive
15174,d67ebc9370," yeeh. i also have a thing for drummers  basically, all guys have 2 do is play an instrument or sing and im all theirs :p",d im all theirs,positive
15177,4eedf0a785," indeed, we live a life on the edge of things, and one foot foul of the law!!","we live a life on the edge of things, and one foot foul of the law!",negative
15196,8dd4fb2c3f,There are some great honey based recipes for you & the kids to download  at -  http://twurl.nl/ltlny8 - Join in the fun for honey week,great ho,positive
15203,d81e3618bd, I know.     #hhrs,I know.     #h,neutral
15206,1bb03b9560,oh men..not in the mood  I`ll go home tomorrow..wanna be w/ my family..its my birthday,not in the mood,negative
15207,4b3fd4ec22,Last day at DMA over!     a million sad faces.,ion,negative
15213,24929ac36f, I didnt win  but I will continue to try keep giving away those fabulous watches cant wait to win1,es cant wait to win1,positive
15217,1258517874,"  caww that sounds good, I hope you`re right",s good,positive
15233,fa107f1cf6," But then you might end up like that poor bus driver...  And, this is kinda weird, but I wish I was there today! :o",poor bus driver.,negative
15236,b6e7affd29," I`m a jerk...  now I can`t go out    Dammit Frank, why do I suck so bad?",jerk.,negative
15240,f6ff2fd628, Time to reissue all  albums on vinyl!  yesss! that would be fab! fab! fab!,be fab! fab! fab,positive
15253,ee5b92dd36,TWEEEEEET! good morning twitterland! going to work at 1 so need to keep packing and cleaning this flat! move out in t minus one day,good mo,positive
15259,79375339b9,Stu is actually SEVERLY sunburnt....it hurts!!!,hurts!!,negative
15286,5e9d3a1778, *bows*  I try...sometimes it is hard,..sometimes it is hard,negative
15296,b5cb96708a,in rye..happy mothers day mums  ily mummy  lol,happy,positive
15298,69640a2027,trying to watch lost online very annoying and slow...the internet not lost,very annoying and slow...,negative
15307,bda19ca898,  holla happy early mother`s day,a happy early mother`s day,positive
15308,5c8f5c5487,  imnot aloud to call you!but i think your awesomeily!****,t i think your awesomeily,positive
15321,382de9c105,Bought new racquet for $145... wish this racquet will do the  half and God the rest .well despite recession things are fkin costly,t .well despite recession things are fkin costly,negative
15323,8ee090e3f2,DIDO 'US 2 Little Gods' http://ow.ly/9UIn 'Just this moment/ Let it all stop here/ I`ve had my fill'...words that make you panic...,panic..,negative
15327,4b1def0c74, Good Morning! It`s been a while since I`ve 'talked' to you   - Keep up the awesome tweets.,he awesome,positive
15339,daa58bb5d7, heyy its ur bday?!!happy birthday!,!happy,positive
15363,df3fa234aa, agree completely. it`s all about attitude & chutzpah,s all about attitude & chutzpah,positive
15372,10094a592a," I`m  yaoo, not  sonnnny","I`m  yaoo, not  sonnnn",neutral
15374,39854df96d, It`s fun to see that glimpse of your life,s fun,positive
15379,71ddb886f0, it was AMAZING!!! Had the best time  hope you had a good weekend too.,AMAZING!,positive
15380,13b663e38d,did crossfit running today...agitated my right leg,agitated,negative
15383,6cbd2be7e2,Can`t wait 2 hand in work tomorrow then im practically finished for the year  yay!!!!!!!,Can`t wait 2 hand in work tomorrow then im practically finished for the year  yay!,neutral
15385,08a8d660b1,  I wish I knew someone down there who could hook us up.   a friend told me once that they got crappy seats for a show in CHI,p.   a friend told me once that they got crappy seats for a show in,negative
15392,60f43efdf6," Sweeny Todd is an awesome movie, the best",n awesome,positive
15410,007fc3a95c," as a nj native, i thank u",", i thank u",positive
15449,1dec7590cb, hehee!! yea its supposed to sound mean.. hahhaa,supposed to sound mean.,negative
15452,62d3507f98,  I`m only telling the truth..... You know you have skills,ow you have skills,positive
15462,5f7c41e2af, Shoping till you drop david..haha..enjoy your day,.enjoy,positive
15464,4381295572,Off to dinner with  & his fam.,is fam.,positive
15470,9e80e869b3,  That`s sucky. We`ll miss you being on.,That`s sucky,negative
15477,10541d427f,is house bound with acute mumps  bad times.... whole day ov supernatural me thinks  x,with acute mumps  bad times.,negative
15483,9c49651ddf," Yeah, I`m not really feeling it either. Of course, I don`t like the movie line, I wish that we were getting more Animated.",", I don`t like the movie line,",negative
15503,ff8ec9afc7,@_hayles are u serious???? you touched his ****? ohmygod u ****!!! lol aaaaawwwwwww y did u tell me that!!!,****!!,negative
15505,f62728e9d7," well, someone told me it`s only there for two weeks  i`m going again next week with a friend IN SCHOOL TIME :p ...","well, someone told me it`s only there for two weeks  i`m going again next week with a friend IN SCHOOL TIME :p ..",neutral
15528,330cc9cd91,will be very hard to go back to work this morning- 4 straight days at disneyland tends to do that,will be very hard to go ba,negative
15532,5a1809ae86," Will you uh, marry me?  haha just kidding. Kind of. You`re hot though. Just so you know.",. Kind,positive
15548,a40bdc61c1,exhausted and sick... my face is greenish,sick..,negative
15562,a14955274a,I think I have H1N1...     Or maybe just a cold.,I think I have H1N1...     Or maybe just a col,neutral
15566,6eda368e36,#Happy Mother`s Day euch allen,Happy,positive
15571,1c18b1681f, Ah.  I just found it weird because it`s my screen name  Name of war and all that jazz,t weird,negative
15605,5a55ae9372,shawty next to me like hella good oowwwww,good oo,positive
15608,edf9ec7197,  in all honesty...pain   blech.,in all honesty...pain   blech,neutral
15610,cd99aec1e1,Arghhh So annoyed-yet again gone 2 starbucks & given skimmed milk instead of soy milk!! I can`t have milk so hav 2 throw away! Expensive,annoyed-y,negative
15622,925e67ab9d," I`m the same way, but with Backstreet Boys. I remember gasping when they used 1 song on Chuck  I was like O.O OMFG NO WAY",G NO WAY,negative
15651,bdf5a8fe4c," eh, you`re a really nice girl   How are you? miss youuuuuuu",ly nice girl   How are you? miss youuuuuu,neutral
15660,6648cd4a3c, i widddd but i`ll be on a bus to london    & also,i widddd but i`ll be on a bus to london    & als,neutral
15666,2ab185373a, lmfao!!! Yea anyone?? Please?? We`re really pretty!!!,pretty!,positive
15674,2f10b348f4, congrats!!!  I highly doubt u`ll have buyer`s remorse...u`ve wanted that car for a while.,congrats!,positive
15709,9861e16cc3,Thank god camera fixed itself. I want a new ipod,Thank god ca,positive
15721,d136417805, I`m sorry...I`ll make sure I do that next time.,sorry.,negative
15731,da59221e53," Toooooom! Do a tour in the Philippines, pleeease?  I`m risking my health to get your reply. Haha!",`m risking,negative
15735,2c801b5366,  I knew it! I use to love that show too  Happy weekend to you too!,! I use to love that show,positive
15736,58015c3988, I know what you mean  rain sucks...,n sucks,negative
15741,cb2279233d, you`ve got the H1N1 tsk tsk tsk it`s a shame  haha feel better bro,l better,positive
15767,b6ff30e06d," not  you, me, just drank too much.",", just drank too much.",negative
15768,1f2f6c311a, aww bless  you guys are so cute.. are you still in touch with any of the other BB contestants? xxoo,aww bless  you guys are so cute,positive
15774,54abdb8f98,Boredddddd Follower  Shes AMAZING!!  *Broken*,AMAZING!,positive
15785,653104654e," ooooo,  an explanation?, Thank god for that or u would forever be wondering!..I love a good night mare tho!!",I love,positive
15792,6f901d6778," I`ve totally been MIA, i know  bad me",", i know  bad me",negative
15793,b0d20c8473,"My blackberry ran out of juice in the middle of the day...it was miserable! No twitter or email at my beck and call, truly awful","it was miserable! No twitter or email at my beck and call, truly awful",negative
15811,1c24573c67,Printing from Opera gives me a much better result (but printing to PDF it names it _stdin_.pdf) - always gotta compromise,gives me a much better result (b,positive
15851,4f46c132fe,He still doesn`t love me... I won`t ask again,He still doesn`t love me..,negative
15879,5f4144f159, saw you today! So BEAUTIFUL!! You looked so good! Glad to see the wonderful turnout!,! So BEAUTIFUL!! You looked so good! Glad to see the wonderful turnout!,positive
15883,14f5671d0a,Studying for my exams....boring,boring,negative
15884,aeda6e2145,"After sleeping in  the rest of the day was busy. however, I got to spend the last of it with my favorite babysittee (the kids are great!).",(the kids are great!),positive
15912,88dc8f2531, haha..i wont  well il try not..lol... night chick..xxxxx,haha.,positive
15926,73fb731c75," oh, left off the  smiley face so you knew I was kidding.",w I was kidding.,neutral
15927,83c1373401, Suspect tax-man is at fault....,fault.,negative
15931,0688b31fc2, still here unfortunately!!!!,unfortunately!,negative
15940,0d1a051f0a,I`m pondering lunch at Shane`s. I think. I can already hear people whining about it...,whining ab,negative
15959,8591d38845," -  I wanna go see them in Edinburgh  won`t happen though haha , yir lucky! And have funnnn  ****",ve funnn,positive
15965,0398e13b67," no, silly, to shoot other shoppers with  though a taser is probably the more humane penalty for 12 items in 5 item line",e penalty,negative
15985,9cd96e7c95,the downfall about relaxing later is mad manual labor now...just finish cleaning the fridge..and now to fold clothes..house work blues,house work blues,negative
15988,669d9f0673, I`m afraid not much  I just realized the true difficulty of this design. I may cry soon. #idmfinal,I`m afraid not much  I just realized the true difficulty of this design. I may cry soon,negative
15998,1c474125cf, oic.. will need to get upgrade space if I do want to use it then.thanks  Will most prob only use photoshop and dreamweaver,.thanks,positive
16020,9b72f342a0,Getting ready for school...hope today is a happy and awesome day,hope,positive
16031,e24913e1e6,does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea  helllllpppp,fun,positive
16032,c4c4047736,  Thank you and Happy Mothers Day to your Mother also SNL tonight,d Happy,positive
16044,d5e3295cad, say Hi Nikki pleaseeeeee...lol.   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),say Hi Nikki pleaseeeeee.,neutral
16070,772aeb5f05,pulled from interesting meeting to an urgent support request,interesting me,positive
16100,650767b90f," Wow Christa, that`s incredibly sweeeet! Me want one 2  !!!  If you get a sec, check out my app for merch asst ... I RULE!  LOL!!!","a, that`s incredibly sweeeet!",positive
16117,baf7ec680a, Time for me to seek out some coffee for my own caffein love affair too!! Mmmmm... Sweet been of hyper-goodness!!,-goodness!,positive
16129,b17ced3ab9, yer  i hope the competition doesnt end before i post my video! lol but there are some really good singers who entered.....,y good,positive
16136,34b20964c2,  Will we be able to see clips/episodes on the C4 website from America?  Or will I languish reading the news stories again?,ll I languish reading the news stories again,negative
16137,08ee68a14d,*sad face* project-m keeps crashing my itunes,sad face*,negative
16140,9e2efa4896,"  hey!, which song was that? I would like to listen to it",d like to,positive
16149,eb5f745481,"Had a crazy night, lost keys, walked home, missed my papi`s calls from the swizzy.    I`m sad",I`m sa,negative
16152,2a1f0beef5, http://twitpic.com/4j585 - Guess I need to get me an iPhone now for sure!!!  It looks bad ****!!,s bad,negative
16167,6b8e729a02,"  Good eatin.   Hey, follow my son .  He`s on now",Good eatin,positive
16175,580b62bbfc, I had a double cheeseburger and fries from The Golden Arches....I will be sicker than a dog tomorrow.,.I will be sicker,negative
16186,6f71071716,"its a beautiful,albeit, windy at times, night in So No....","beautiful,a",positive
16201,e78c1ad3f5,off to work... off at 10:30....lammmeeee,lammmeeee,negative
16241,4ffb09c454,"_hall no  i was gutted when he wasn`t. lmao. i think i`m obsessed with him, bahaha.","hall no  i was gutted when he wasn`t. lmao. i think i`m obsessed with him, bahaha.",positive
16261,4da8b3dd3a,I hate that I am so stinkin tired everyday!  It`s so hard to get up...I thought I was supposed to start getting energy back now.,It`s so hard to get up.,negative
16269,7d088f5ad4,YEHEY SUMMER!!  so exciteeeddd.. balme it on the a-a-a-a-a-alcohol.,exciteeeddd.,positive
16272,e6d9698c42,I hope amy is okai,hope am,positive
16279,2630d1e57b,_in_love aww me too!!!  we miss you.,in_love aww me too!!!  we miss you.,positive
16290,ebc1bb84e5,"yay for nice weather, boo for cici not being here this weekend","yay for nice weather, boo for cici no",negative
16308,ac41d945f6,"  lolll, i cba to get the sun stuff and i forgot that the back of my leg wouldnt gwt tanned lol. it hurts sooo bad right now",. it hurts sooo bad right now,negative
16319,bfd814a618,This morning is for smiling smugly to oneself. Anyone can join in,smiling sm,positive
16324,a569cbf02b, it would hurt only when you touch it or when it gets hit. But when you don`**** won`t  but after a month it wouldn`t hurt na!,t after a month it wouldn`t hurt na!,negative
16325,60c700093b, still got one more year with t-mo tho  I might just get a new bb curve. Not too concerned abt apps. Batt life is important,. Not too concerned abt apps. Batt life is important,neutral
16327,26cc370a41,Oops forgot to shave my legs!  Byebye to my favorite cousin   Bklyn two nights in a row... We go hardd!!!!!!!,Oops forgot to shave my legs!  Byebye to my favorite cousin   Bklyn two nights in a row... We go hard,neutral
16338,984f2e1112," I`m sure it was amazing  Wish I could have been there :] You`re an incredible, phenomenal, amazingly talented singer","n incredible, phenomenal, amazingly talented singer",positive
16341,35b63d47cb,  you are disappointing me......,you are disappointing me..,negative
16345,980c7d489b,"Boingo connected without fuss this time, but it`s slower`n snail piss...    (MDW, Food Count between Concourses A and B)","Boingo connected without fuss this time, but it`s slower`n snail piss..",neutral
16352,d8977abcc3, Definitely grass cutting   Cole has committed himself to stacking wood for our neighbor as well. Past 2 days set is back too far.,ck too far,negative
16354,82a2025c55,Is on break...I`m so tired,I`m so tired,negative
16355,698c60aa2f,I can`t believe how tired I am right now... I don`t know if I can go out tonight...   Exhaaaausted!!,Exhaaaausted,negative
16357,18187b9824,   I`ve always been a ppl person just hid behind bad self confidence for 2 long  u can do anything!,I`ve always been a ppl person just hid behind bad self confidence for 2 long  u can do anything,neutral
16371,777182cef9,I cried...,cried..,negative
16372,f81c834ca3,    the hills is gunna be so different!! gl with your designing etc.,so differe,positive
16385,c2ac58c489,got back from the embassy; missing one paper  go again on Monday!!!good luck me!!!,!good luck,positive
16387,4884fe65ba," Hey Steve.   I think you are such an awesome actor. I love every movie you are in, and I love The Office.","I think you are such an awesome actor. I love every movie you are in, and I love The Office",positive
16391,d946c88805,Not looking forward to the upcoming week...My better half will be gone all that time! It`s TRULY GONNA SUCK BIG TIME!,TRULY GONNA SUCK BI,negative
16416,6cf8389b4a, The sweety sat on the table this morning...Just woke up! Very sweet! Oh...btw...I think i`ll be home around 7 pm!!!  ****,! Very sweet!,positive
16423,02d8181035,well im gonna go shower now. gotta get rdy 4 movies in a couple hours!   byeee   ~~  Esther <3    p.s.s i miss u katherine,well im gonna go shower now. gotta get rdy 4 movies in a couple hours!   byeee   ~~  Esther <3    p.s.s i miss u kath,neutral
16448,553e658d75, lol good morning!  Ran 4 milles & hit the gym?  Have a great day!!!,?  Have a great day!!,positive
16455,633a75380a,I am so sad...,sad..,negative
16468,061c01cc9b,is still pretty depressed about losing her hello kitty necklace,is still pretty depressed ab,negative
16470,a5ffb373f2,Sorting out Twitter issues....very frustrated that you can`t talk to someone and they respond slowly to issues - capacity the challenges,very frustrated th,negative
16477,dd8ef5e6c0,I have just read up on lactose stuff and I CAN EAT HARD CHEESE!!! There is no lactose in it!!! *Jumps of Joy this rainy day* YAY!!!!,Jumps of Joy,positive
16481,b605bcf6ec,is working.   I am so happy my job is a radio and not anything physically exhausting....,o happy,positive
16484,4ce78f6e92, oh he is so cute... is he in uniteddogs.com? Poppy is there,cute.,positive
16491,81828d16cc,@ the drs. in beverly hills...doctor`s scare **** out of me,doctor`s scare **** out of me,negative
16493,f07e9d3c3e,This is not a happy tweet,This is not a happy tw,negative
16494,3a8a6432ad,  Apple has done some impressive things for my almost 2 year old macbook. Except when I poured coffee into the keyboard.,Apple has done some impressive things for my almost 2 year old macbook,positive
16500,d9e249144e,So its Superstar Sunday?  is one superstar I know   #sunday,So its Superstar Sunday?  is one superstar I know   #sunda,neutral
16510,1307cc3ab9,Ok so I did shed a few tears watching the preview for next weeks Medium. I`m so scared. I`m so addicted to this show. I love it,. I`m so scared. I`m so addicted to this show. I love it,neutral
16516,93e44cb7e7,"THIS IS ORIGINAL FROM YOURS TRULY...  'If you want to become wealthy, learn the things most ppl say they don`t have time for' -ME","HIS IS ORIGINAL FROM YOURS TRULY...  'If you want to become wealthy, learn the things most ppl say they don`t have time for' -ME",neutral
16541,b38c364edc, i know ridiculous! we never got to hang out  i love chicago and want to go shopping... so a trip sounds like fun,. so a trip sounds like fun,positive
16559,8ecd256861, Woo Hoo.!  I made it to one of your Favorites!  See.... Monday`s Rock!!,Woo Hoo.!  I made it to one of your Favorites!  See.... Monday`s Rock!,positive
16570,ba3b4be4f5, i miss you SO much-o,i miss you SO much-,negative
16577,bdebaf63f2,  got my grubby paws on a live recording of paramore. you have to hear. its better than chocolate,s better,positive
16589,7c49fb8446, Or he`s gonna chop you up into tiny bits - one of the two,r he`s gonna chop you up into tiny bits,negative
16632,9897e8abe2, or elope  I can`t wait to see the pictures of you in the dress. It will be breath taking,. It will be breath taking,positive
16638,ad781dc5a0, I LOVE IT!!!!!!!!!!!!!!!!!!!!!! I ALSO LIKE THE NEW PROFILE PIC!!!!!!!!!!!!!!!!!!!!,I LOVE IT!,positive
16642,320d33101f,goodnight!!!,goodnight!!,positive
16643,abf3fb41db," and the 'fuck  ' was because I dont get my gift!   I was SO exited about it, and it was sooo awesome...",and it was sooo aweso,positive
16649,4be88a24fa, left.  so sad. waiting for mom to come home. want to have papa johns for dinner.,o sad,negative
16650,16025e2359,_WOCKEEZ  Don`t wanna miss ANY of your shows...you guys kick it! Sad to say...my plane is in the shop...,Sad to say.,negative
16654,bdee06c65d,I had a super cool dream last night.  asked me and  to be on her show. Wooowww.  *hopes it will come true* ),. Wooowww,positive
16665,abc732bed8,_assassin  We are soooo sorry   We love kitties and know how much they become a part of you.,We are soooo sorry   We love kittie,neutral
16667,08df9c654b, Lol..Wat was Vibes doin on Atlantic? & where`s ur shirt in your twitter pic? lol,Lol..,positive
16677,ceb202ddff,"Thank you, Gerbino, for forcing us starting junior year to make survey mockups. Let me tell you how super helpful this skill has been.",super helpful th,positive
16684,145fb4af34,_Bloody_Poet  Bad friends! Sorry to hear that.,! Sorry to hear that.,negative
16704,db5005c4d5,  that`s sad. Trauma... Future serial killer...,s sad,negative
16717,b58a92fe10,      get lit  I am  http://bit.ly/OASQR,get lit  I am  http://bit.ly/,neutral
16720,7198b4c0cf, You too!   Happy Mom`s get to rule and kids have to take it day,Happy Mom`s get to rul,positive
16726,40b38aa1bf,Rainy day today.  No car so we`re stuck in the house   I needed to go to the post office too...bastards,...bastard,negative
16734,272526687c, You should direct your 'wanting to invest in ' questions to  or .  They are the big cheeses.,.  They are the big cheese,positive
16765,f8003ffdba,omg i didnt tweet all that much today.... *sadness*,. *sadness*,negative
16774,9a46755aad, lol thanks.  I do like to be on top. I`m going to enjoy this. How long can I be up there?,o enjoy,positive
16775,c63410a989,NO MORE MSHS!!!!!!!! Gotta go to work...too tired,too tired,negative
16777,98a7e00c8b,dammit i cant watch stadium music,dammit i cant watch st,negative
16780,8080dbb71a,save me--i feel like i`m going crazy.  ? http://blip.fm/~5z193,i feel like i`m going crazy.,negative
16797,8e4bd833da,Happy Mothers Day to all you mom out there,Happy Mo,positive
16798,5060d948d7,Im a bad blogger!! I have not blogged in weeks~ oops!,bad bl,negative
16799,82d211bdd5, i think i hate you.  i didnt really want to but you make it hard for me to like you what with the cake and concert on the  ...,t you make it hard for me,negative
16803,17124d6470, ze Franz has not friended me  i think they think i`m a creepy stalker or sommat. Hmph.,k they think i`m a creepy stalker or sommat,negative
16807,1fdbac152f, I`m working on a painting due for school and hating myself for sleeping all **** day and starting this so late.,d hating myself,negative
16809,88a30f11e4," - not early at all, just say you are running on eastern time  hope you had fun at your auditions! canada ftw!",d fun,positive
16830,ce1e980a78,  I dint dump anyone. It`s always me who gets dumped and blamed. That`s why I don`t believe in relationships. #twpp,d blamed,negative
16832,db69625f16,Never has a chance of sleeping before midnight  my mind is so tired......,tired.,negative
16861,3a58fe626c, really? awesome! we love it...and I work at buckhead church too. I love it all around.,awesome! we love it.,positive
16863,03836a329c, wow... you`re doing this all through text?  I would get tired after a while,t tired,negative
16865,4f0c936ea3, Awww!  I was thinking about you lot up there!  Glad you enjoyed it.,Awww!  I was thinking about you lot up there!  Glad you enjoyed it,positive
16868,d5a99efd16, ur welcome...anytime,welcome.,positive
16876,675bb05b9d,Im @ the dentist  ....scary people here...,.scary,negative
16889,1784d095fb,Chilling with Colton who just redesigned the Cocktail Hacker card backs for me.,Chilling wi,positive
16890,8fe788817b,The Matrix Online shuts down next month...wow...I feel kinda sad about it,I feel kinda sad about it,negative
16902,d901a02f33, Around better..  How are you ?,better.,positive
16915,71705f4bfc, DO NOT DO IT  I`ve seen enough  movies to 'know' that something terrible will happen... LOL,DO NOT DO IT  I`ve seen enough  movies to 'know' that something terrible will happen... LO,negative
16927,028ea6ef68,I have to choose between  and _FC on Sunday and  wins. I`m shattered.  Why can`t I be healthy enough to go to both?,s. I`m shattered,negative
16939,33b0e3a601,Twenty minutes on a **** call you would think that the person would mention there is already a trouble ticket investigating the issue,Twenty minutes on a **** call yo,negative
16949,1b09def1d0, noo  I`m in miami and I just wanna lay out in the sun..but the rain has stopped me,e rain has stopped me,negative
16962,fa60196831,#3wordsaftersex goodbye innocence!!!,goodbye innocence!!,positive
16968,28d8ef8118,NO FREE WIFI!?!? My vacay is ruined!!!!,ruined!!,negative
17002,c844602909, Hello  ...hehe yup we sure do ...lovely to `see` you ****,..lovely,positive
17010,c21c444fa4, aww I don`t want u to suffer  it`s just Midol isn`t working for me. Grrrrr I hate that stuff. But I love you tho.,r I hate that stuff. But I love you tho.,neutral
17013,3fe6f7f128,Is not a happy bunny,not a happy bu,negative
17021,a75e2121bb,Ahhhhh now If You Go Away  by  is on  YAY my other fav song of theirs,er fav song,positive
17023,ff2458d377, definitely dont be offended. im messing around with various twitter apps and strange things keep happening.,. im messing around,negative
17029,349af9407c, WHO IS SAYING ALL THIS...are you ignoring me *frowns*,.are you ignoring me *frowns*,negative
17054,4363ca0702, Touch My Hand video = simply amazing.  Love it.,simply amazing.  Love it,positive
17062,41a7861269,  I know.  Sorry.,.  Sorr,negative
17066,f33ef2b766, stop being mean to me!! ur hurting my feelings,! ur hurting my feelings,negative
17067,1bf5f55d51, We keep very different hours.,We keep very different hours,neutral
17084,90de57062c,_deadgirl :hard stare:,hard stare:,neutral
17093,62852d51c0,I hate when it`s cloudy. I either want it to be all sunny or raining. It`s cloudy,I hate wh,negative
17094,4ceb131b3e,In a period of exams days are for study and nights for study and sleep... no funny time...,no funny time..,negative
17102,fbb62d0fd8,_leigh u know wut devy dev it sure does suck havin no ID!! My weekends r gone miserable for 3 weeks so drink 4 me plz!!,miserable fo,negative
17117,04afd54549,Yay we`re gonna leave earlier!  Can`t wait to get back to Hawthorne!,Yay we,positive
17152,1b4fe17d2f,made breakfast today......Happy mother`s day ..,Happy,positive
17160,ee814e76c1,Enjoyed last night at what I call 'real world social networking' -  LOK event in Vancouver.  It was great!.  But headeache today,Enjoyed last night at what I call 'real world social networking' -  LOK event in Vancouver.  It was great!.  But headeache toda,neutral
17167,b8c0104a41, i haven`t got a text back!  sod her i looks fabulous!,s fabulous,positive
17173,840f5a76cd, What happened? I`m afraid I missed a large part of the story,? I`m afraid I missed,negative
17179,86c5e1e0c5,"I feel sick..like don`t wanna get out of bed, be bothered, don`t go 2 work, turn da light off, pull da shades n tv off type of sick",sick..,negative
17183,5752133fc3, Just ignore it.....and get sum rest...get rid of that headache,get sum rest.,positive
17187,97a258f376, nope  don`t you think it`s a crime? :/,a crime,negative
17221,70021c0ca4," you seem desperate,that says probly enough","desperate,t",negative
17239,4a7043e753,Well it almost was a good day... Guess I just retry tomorrow,good day..,positive
17250,bf51b25919,<-----bored to death,bored to death,negative
17266,669c651273," Yeah, It`s not available on Public market yet. but will be soon. looking forward. I`m sunburnt  arms are itching. boo hoo!!!!!!",I`m sunburnt  arms are itching,negative
17267,5aafc15649," try again, minna  i edited quickly, sorry!",", sorry",negative
17277,1ee52904d6, aww that`s awesome! he`s a good guy,s awesome!,positive
17278,71a57755f6,'Friends are the same soul different bodies.' Plato,Friends,positive
17282,50335e6639, moooooooooooooooo? lol i copied that last.fm thing you had  looks good,s good,positive
17296,650bd3dc03,Just gave my mommy her Mother`s Day present...a purple ipod  http://twitpic.com/4wcpt,Mother`s Day present..,positive
17307,9a130a4bf7, - Jonathan can  you get Priscilla Ahn or Raphael Saadiq on your show - they were fab on the Jools Holland show,e fab,positive
17315,9a2d5d2a8b,_lu Just one part of a very odd trip. You travel for 3 months you see some weirdness. Loved Perth though,lu Just one part of a very odd trip. You travel for 3 months you see some weirdness. Loved Perth though,neutral
17333,cede4f9185, Hell if I know.  I`m suffering,m suffering,negative
17336,4cfb2334e2," If I am... so are U, my friend.  HA!  But the thing is... WE make old look GOOD!",.. WE make old look GOOD,positive
17344,52956cde79,Gogol Bordello < par.    Prolly not even in the top 10 of GB shows I`ve seen.   Perhaps some old fashioned Civilization II will help?,Gogol Bordello < par.    Prolly not even in the top 10 of GB shows I`ve seen.   Perhaps some old fashioned Civilization II will hel,neutral
17346,dd51596098, i saw a piece of that movie...loved it,..loved it,positive
17348,cd7852c045,All of a sudden I`m craving broccoli and cheese soup really bad...  oh the hunger,bad..,negative
17354,ed2a1be04b,we`re getting another puppy  ... not cool... really,not cool.,negative
17365,ac05f53862,"  Yeah It Good But dont Click The Red X Because It Shuts It Down But Other Then That Its Good  And When U minimize It , It Goes..",s Good,positive
17373,0401d685c4, meet  - she is the Zombie expert i believe..,i believe,positive
17374,3b93020e3a," Yeah, I have seen the reviews and they are great! It is just that the reviews surprised me. Now getting tickets for tonight",e great!,positive
17385,35878b750c, I googled 'engagement rings' & this is the EXACT ring i want.it was the 1st result too  *sigh* love it.http://twurl.nl/jaq5j4,* love,positive
17387,952efb8ad1, ok point taken.  I`ll tell my team to stop our cynical championing of standards. Active-X is far better anyway,r better,positive
17397,bfb9ab3737, hahaha my boyfriend! yeah he looked so different there... but he`s so cute... i so want to watch the movie...,s so cute.,positive
17401,89545ebb49,Signing off to spend time with my hubby   Goodnight / day tweeple!   Have a very Happy Mother`s Day!,!   Have a very Happy Mother`s Da,positive
17404,bdd76e0181,feelin nice after this bottle of bacardi,feelin nice af,positive
17412,5bd1a6d051, OOuUch!...good luck,.good luck,positive
17417,ffaccf8278,"   So,  just pointed out to me that she has not been able to be involved in this convo for lack an iPhone","So,  just pointed out to me that she has not been able to be involved in this convo for lack an iPhon",neutral
17432,3b370504d8,  I`m bummed to miss you.   Hope you enjoy your writing conf. tho!,o miss,negative
17436,73b49ab662,watching a youtube vid of  sing paranoid live   is so cute when he sings lol,so cut,positive
17438,0090950b40,Lies...lies...lies....you just cant avoid to lie about practically...EVERYTHING!,lies,negative
17444,eecefc0f09,  Ha!  I dunno about standing anything up.  Very very rough today.  It hurts to talk.,p.  Very very rough today.  It hurts to ta,negative
